Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/12/2021,"AN T ULLORD, BALLINLOW LANE, OULART",Wexford,Y25RD32,"€369,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"LAVEYBEG, CHARLESTOWN, MAYO",Mayo,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"21 HANBURY HALL, DUBLIN 8",Dublin,D08P2E7,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"15 THE AVENUE, ROYAL OAKS, ENFIELD",Meath,,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"FINCASHEL, PETTIGO, CO DONEGAL",Donegal,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2021,"8 FORGEHILL WALK, STAMULLEN, MEATH",Meath,K32PX26,"€423,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2021,"37 RIVERDALE, ORANMORE, GALWAY",Galway,H91Y0A2,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"8 CASTLE AVENUE, TYRRELLSPASS, CO. WESTMEATH",Westmeath,N91X459,"€48,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"5 BUTCHERS ROW, KINSALE, CORK",Cork,P17KR59,"€284,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"16 CHAPEL COURT, CHAPEL PLACE, KILLARNEY",Kerry,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"72 Glashaboy View, Sallybrook, Glanmire",Cork,,"€273,127.00",No,Yes,New Dwelling house /Apartment,
21/05/2021,"172 SMITHFIELD VILLAGE, SMITHFIELD, DUBLIN 7",Dublin,D07HY11,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"CARNAKELLY SOUTH, ATHENRY, GALWAY",Galway,H65XK30,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"193 BELMONT, SOUTHERN CROSS RD, BRAY",Wicklow,A98Y920,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"APT 14, AUBREY COURT, PARNELL RD",Wicklow,A98FX31,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"13 LYNDON CRESCENT, DONNYBROOK, CO CORK",Cork,T12E4PW,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"AIRFIELD, NEWTOWNMOUNTKENNEDY, CO WICKLOW",Wicklow,A63VY57,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"78 OAK HOUSE, SILVERBANKS, THE COAST",Dublin,D13DPR6,"€366,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"24 Parklands Boulevard, Parklands, Citywest",Dublin,,"€321,585.00",No,Yes,New Dwelling house /Apartment,
08/10/2021,"MASSINASS, CREESLOUGH, COUNTY DONEGAL",Donegal,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"MAIN ST, BRUFF, CO LIMERICK",Limerick,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2021,"GOLA ISLAND, GWEEDORE, LETTERKENNY",Donegal,F92PNR7,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"61 ANNE ST, DUNDALK, LOUTH",Louth,A91F9T3,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2021,"DUNROE, NOBBER, CO. MEATH",Meath,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"1 CHAPELFIELDS, URLINGFORD, KILKENNY",Kilkenny,E41HP52,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"7 RIVERWOOD GLEN, CASTLEKNOCK, DUBLIN 15",Dublin,D15E0W7,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"10 CEOL NA MARA, BURGATIA, ROSSCARBERY",Cork,P85N602,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"20 CUL NA GREINE, DRIMOLEAGUE, CORK",Cork,P47FD92,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2021,"147 MONREAD HEIGHTS, NAAS, KILDARE",Kildare,W91VP2D,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"70 ST MOLLERANS, CARRICK ON SUIR, CO TIPPERARY",Tipperary,E32XH56,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2021,"5 RIVERVALE GROVE, DUNLEER, LOUTH",Louth,,"€209,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"1A CHURCH CRESCENT, ATHY, CO KILDARE",Kildare,R14CD51,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"214 CHAPEL VIEW HOUSE, MONKSFIELD, UPPER SALTHILL",Galway,H91N8PY,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"16 THE COURTYARD, MIDLETON, CORK",Cork,P25W103,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"1 MARKET SQ, PORTLAW, WATERFORD",Waterford,X91A7X3,"€133,750.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2021,"289 ROSEMOUNT, KILMACRENNAN, LETTERKENNY",Donegal,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"17 CLONEEN, CASTLECOMER, KILKENNY",Kilkenny,R95A24E,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2021,"20 LORETO CRESCENT, RATHFARNHAM, DUBLIN 14",Dublin,,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"20 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",Dublin,K32XV58,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2021,"56 SILVERSPRINGS COURT, MAYFIELD, CORK",Cork,T23RXN0,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"34 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14",Dublin,D14KP93,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2021,"105 DOORLY PARK, SLIGO, SLIGO",Sligo,F91YX6A,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"74 RAMLEH PARK, MILLTOWN, DUBLIN 6",Dublin,,"€805,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2021,"70 ALDERWOOD, CARRICKMACROSS, MONAGHAN",Monaghan,A81H268,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2021,"93 STATION HOUSE, MCDONAGH JUNCTION, KILKENNY",Kilkenny,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"BALLYINSHEEN, LISDOONVARNA, CO CLARE",Clare,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"91 Coill Rua, Greenpark West, Ballymahon Road",Westmeath,,"€270,500.00",No,Yes,New Dwelling house /Apartment,
24/06/2021,"98 CARTON COURT, MAYNOOTH, KILDARE",Kildare,W23E3T1,"€417,998.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"MAIN ST, NEWTOWNMOUNTKENNEDY, WICKLOW",Wicklow,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2021,"APT 16, RAGLAN HALL, CLYDE RD DUBLIN 4",Dublin,D04PH64,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"DERRYLANGAN, ATHBOY, CO MEATH",Meath,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"16 THE CRESENT, SHINNAGH, RATHMORE",Kerry,P51E2V1,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"9 THE WALK, MOYGLARE HALL, MAYNOOTH",Kildare,,"€364,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2021,"ROOSKEY, ROSCOMMON",Roscommon,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"149 FOREST PARK, DROGHEDA, LOUTH",Louth,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"APT57 STATION HOUSE APTS, BLOCK D, THE WATERWAYS",Kildare,W91A0KW,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2021,"SAINT DAVID'S CASTLE, CHURCH LANE, NAAS",Kildare,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"18 BALLISK COURT, DONABATE, DUBLIN",Dublin,,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"71 OLDBRIDGE PARK, OLDTOWN DEMESNE, OSBERSTOWN",Kildare,,"€298,425.00",No,Yes,New Dwelling house /Apartment,
04/11/2021,"MAIN ST, EMLY, CO TIPPERARY",Tipperary,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"MAIN STREET, BORRIS-IN-OSSORY, CO. LAOIS",Laois,R32H6C2,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"16B DULEEK ST, DROGHEDA, CO LOUTH",Louth,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"apt 292 block 2, the elm, trimebleston",Dublin,,"€462,555.00",No,Yes,New Dwelling house /Apartment,
18/06/2021,"196 Drakes Point, Crosshaven",Cork,,"€242,144.60",Yes,Yes,New Dwelling house /Apartment,
15/04/2021,"GURRANE EAST, KILLORGLIN, CO KERRY",Kerry,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"6 GURRANABRAHER AVENUE, CORK",Cork,T23YX0W,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2021,"3 GRANGE COVE, MAURITIUSTOWN, ROSSLARE",Wexford,Y35NV67,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"114 EASTHAM COURT, EASTHAM ROAD, BETTYSTOWN",Meath,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"ARDKYLE, DRUMLINE, NEWMARKET ON FERGUS",Clare,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"3/4 MARKET ST, ENNIS, CO CLARE",Clare,V95AK20,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2021,"63 Castlewellan Park, Aghards Road, Celbridge",Kildare,,"€383,215.00",No,Yes,New Dwelling house /Apartment,
27/08/2021,"ANTONEVILLE, HARTLANDS AVE, CORK",Cork,T12C95Y,"€352,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"34 ASHGROVE, BASKIN, KINSEALY",Dublin,K67K242,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2021,"2 FOREST GROVE, KILLYBRONE, KILLALA",Mayo,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"BALGILL, BECTIVE, NAVAN",Meath,C15PX3P,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2021,"9 WILLSBOROUGH APARTMENTS, CLONSHAUGH ROAD, DUBLIN 17",Dublin,D17TV33,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"CHALLONERS COTTAGE, BENNETSTOWN, DUNBOYNE",Meath,A86WY63,"€855,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2021,"APT 22, SMITHFIELD GATE, KING ST NORTH DUBLIN 7",Dublin,D07YT27,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"THOWER, INVER, DONEGAL",Donegal,,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2021,"ISHLAWN, BALLAGHDERREEN, ROSCOMMON",Roscommon,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"5 ELTON PARK, SANDYCOVE, DUBLIN",Dublin,A96TW32,"€2,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"39 ARDBEG PARK, ARTANE, DUBLIN 5",Dublin,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2021,"124 PARKLANDS DR, COMMONS RD, CORK",Cork,,"€288,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2021,"27 BUTTERFIELD GROVE, RATHFARNHAM, DUBLIN 14",Dublin,,"€905,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2021,"169 RIVER RD, CATRON, SLIGO",Sligo,F91V20H,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"103 BRIDEHOLM, COMMONS RD, CORK",Cork,T23RD32,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"NO. 22 RAHILLION DRIVE, DONABATE, DUBLIN",Dublin,K36VN56,"€476,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2021,"82 GREENTREES RD, DUBLIN 12, DUBLIN",Dublin,D12AV26,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"5 TEMPLE VIEW AVE, CLAREHALL, DUBLIN 13",Dublin,D13P7Y5,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"2 Skylark Park View, St. Marnocks Bay, Portmarnock",Dublin,,"€528,634.36",No,Yes,New Dwelling house /Apartment,
23/12/2021,"37 The Court, Ledwill Park, Kilcock",Kildare,,"€334,802.00",No,Yes,New Dwelling house /Apartment,
04/01/2021,"APT 2, TRIDENT HOUSE, DUBLIN ROAD",Kildare,W91VY6W,"€178,727.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"9 The Way, Barnhall Meadows, Leixlip",Kildare,,"€410,000.00",No,Yes,New Dwelling house /Apartment,
13/12/2021,"4 The View, Ledwill Park, Kilcock",Kildare,,"€339,207.00",No,Yes,New Dwelling house /Apartment,
05/03/2021,"APT.2 - TONE STREET, TEELING STREET CAR PARK (DIAMONDS), BALLINA",Mayo,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"CARROWNAGARK, RIVERSTOWN, SLIGO",Sligo,F52HE97,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"15 KNIGHTS BRIDGE, CASTLE AVE, CLONTARF",Dublin,D03N2K2,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/01/2021,"ANNSBROKE, GRABALL BAY, CROSSHAVEN",Cork,,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"24 ATH LETHAN, RACECOURSE RD, DUNDALK",Louth,A91E9FW,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"CLOONSHARRAGH, CLOGHANE, TRALEE",Kerry,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"82 SUNNYHILL, CASTLEMARTIN LODGE, KILCULLEN",Kildare,R56R273,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"185 ROBERTSHILL, CIRCULAR RD, KILKENNY",Kilkenny,R95K2Y5,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"99 MEADOW GATE, KNOCKMULLEN, GOREY",Wexford,Y25W7Y7,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2021,"53 KNAPPS SQ, CARROLLS QUAY, CORK",Cork,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2021,"150 Drakes Point, Crosshaven",Cork,P43FV08,"€222,467.00",No,Yes,New Dwelling house /Apartment,
31/12/2021,"12 MONTAGUE STREET, DUBLIN 2, DUBLIN",Dublin,D02YV21,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"17 MAPLEWOOD LAWN, TALLAGHT, DUBLIN 24",Dublin,D24F3P2,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"37 ST KEVINS PARADE, SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin,D08H5P3,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2021,"158 Ardmore Hills, Mullingar",Westmeath,,"€242,246.70",No,Yes,New Dwelling house /Apartment,
30/04/2021,"1 SPRINGFIELD GARDENS, CELBRIDGE, CO KILDARE",Kildare,W23X223,"€118,423.58",Yes,No,Second-Hand Dwelling house /Apartment,
22/09/2021,"45 DR MCGINLEY RD, LETTERKENNY, DONEGAL",Donegal,F92W02D,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"APT 20 PARKVILLE COURT, RHEBOGUE DUBLIN RD, LIMERICK",Limerick,V94AV91,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"6 CAMPBELLS PARK, ARDEE, LOUTH",Louth,A92VW21,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"4 FAIRVIEW TERRACE, GARRYOWEN, LIMERICK",Limerick,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"1 SHANNON VALLEY, TARMONBARRY, ROSCOMMON",Roscommon,N39FY64,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2021,"4 AN LOCHAN, HEADFORD RD, GALWAY",Galway,H91E9A2,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2021,"29 ROSSLANDS, ROSCREA, TIPPERARY",Tipperary,,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"HUSSEYS, GARRYKENNEDY, PORTROE",Tipperary,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2021,"BALLARD, MILLCOVE, CASTLETOWNBERE",Cork,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"LALISTOWN, LOUGHNAVALLEY, MULLINGAR",Westmeath,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"6A LOWER DUBLIN HILL, DUBLIN HILL, CORK",Cork,T23P8N5,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2021,"APT 32 THE NEWMAN, KILLINEY COURT APTS, STATION RD",Dublin,,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"11 A GRAINSEACH AN CHAISLEAIN, AN RAITHIN, LUIMNEACH",Limerick,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"3 ARBOUR TERRACE, FRIAR ST, YOUGHAL",Cork,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"8 LOUGHCOMMON LANE, LUSK, DUBLIN",Dublin,K45AK09,"€343,612.00",No,Yes,New Dwelling house /Apartment,
19/11/2021,"45 HAMLET SQUARE, BALBRIGGAN, DUBLIN",Dublin,K32E084,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"42 THE DRIVE, HARBOUR HEIGHTS, PASSAGE WEST",Cork,T12NWN4,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2021,"MAHARABEG, CASTLEGREGORY, KERRY",Kerry,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"11A DUNMASC, DUBLIN ROAD, PORTLAOISE",Laois,R32K461,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"1 LISFENNEL CLOSE, DUNGARVAN, WATERFORD",Waterford,X35NW54,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2021,"CLOGHER, CAPPAMORE, LIMERICK",Limerick,V94YF2H,"€362,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2021,"MITCHELSTOWNDOWN, KNOCKLONG, LIMERICK",Limerick,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"Apartment 8, Block 17, New Priory",Dublin,D13X5FD,"€265,000.00",No,Yes,New Dwelling house /Apartment,
01/10/2021,"BELMONT HOUSE, GREENLANE, LEIXLIP",Kildare,,"€660,987.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2021,"81 BEALACH NA GAOITHE, GALWAY RD, TUAM",Galway,H54K224,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"1 FURRAMEELIA WEST, BARNA, GALWAY",Galway,,"€447,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2021,"3 Bridgegate Park, Ardee",Louth,,"€209,691.00",No,Yes,New Dwelling house /Apartment,
13/07/2021,"49 SWEETMAN HOUSE, LONGFIELD ROAD, THE COAST",Dublin,D13VW62,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2021,"COOLAHANE, LUGDUFFE, TINAHELY",Wicklow,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"22 THE WOODLANDS, MIDLETON, CO CORK",Cork,P25YH26,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"21 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2021,"72 An Sáileachán, Raheen, Athenry",Galway,H65Y489,"€220,265.00",No,Yes,New Dwelling house /Apartment,
28/09/2021,"4 Elder Heath Lane, Elder Heath, Kiltipper Road",Dublin,,"€285,462.56",No,Yes,New Dwelling house /Apartment,
03/06/2021,"16 BATH AVE, SANDYMOUNT, DUBLIN 4",Dublin,D04E795,"€1,130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"239 GRIFFITH AVE, DRUNCONDRA, DUBLIN 9",Dublin,D09H5N0,"€1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"20 WILLOWBANK PARK, RATHFARNHAM, DUBLIN 14",Dublin,D14K767,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"GREENVIEW, 57 NEWCOURT RD, BRAY",Wicklow,A98K4W6,"€685,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2021,"21 BELFRY HALL, CITYWEST RD, CITYWEST DUBLIN 24",Dublin,D24DH61,"€250,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2021,"15 DELFORD DR, ROCHESTOWN RD, CORK",Cork,T12N7TC,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"1 LONGVIEW COURT, MILLERS GLEN, SWORDS",Dublin,K67N2W5,"€481,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2021,"34 OAKWOOD, RALLINDERREEN, KILCOLGAN",Galway,H91P8K6,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2021,"18 ST AONGUS GROVE, TALLAGHT, DUBLIN 24",Dublin,,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"AYLE, BALLYDUFF, TRALEE",Kerry,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2021,"TOMNAHEALY LITTLE, CASTLETOWN, COUNTY WEXFORD",Wexford,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2021,"47 Mount William, Williamstown, Waterford",Waterford,,"€146,696.04",Yes,Yes,New Dwelling house /Apartment,
09/07/2021,"NO 6 ST MARYS STREET, EDENDERRY, CO OFFALY",Offaly,R45DX61,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"104 THE OAKS, ROCKFIELD, DUNDRUM",Dublin,D16KD39,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2021,"GLENLOUGH, BANTRY, CORK",Cork,,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2021,"4 SRUTHAN NA TEORANN, CARRAROE, GALWAY",Galway,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"CULLENSTOWN, FOULKSMILLS, CO WEXFORD",Wexford,Y35YY02,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"89  CIOS LUACHRA, DOORADOYLE, LIMERICK",Limerick,V94HCP7,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"SYLPHIDE, CHURCH BAY, CROSSHAVEN",Cork,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2021,"1 CALVERSTOWN PLACE, CALVERSTOWN, KILCULLEN",Kildare,R56XF64,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"11 College Avenue, Belcamp, Malahide Road",Dublin,,"€365,154.00",No,Yes,New Dwelling house /Apartment,
25/08/2021,"3 CLOGHEEN HEIGHTS, CLONAKILTY, CORK",Cork,P85W950,"€209,750.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"NO. 3 MAPLE WOOD, SPRINGFIELD, TALLAGHT",Dublin,D24W7W4,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2021,"60 HOLYWELL MANOR, SWORDS, DUBLIN",Dublin,K67XF20,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2021,"CASTLEPARK, KILMIHIL, CLARE",Clare,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2021,"70 RIVER GARDENS, GLASNEVIN, DUBLIN 9",Dublin,D09VY84,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"14 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin,D15P275,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"4 MOUNT OVEL, ROCHESTOWN, CORK",Cork,T12W1XA,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"BALLINVOHER, CAHERLISTRANE, GALWAY",Galway,H91RT1W,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"3 WILFIELD, SANDYMOUNT AVE, DUBLIN 4",Dublin,D04A9P7,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"5B ORCHARD CRESCENT, HIGH RD, LETTERKENNY",Donegal,F92H567,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"5 WOLFE TONE SQ NORTH, BRAY, CO WICKLOW",Wicklow,A98F5C0,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"74 ARD NA GREINE, BANDUFF RD, BALLYVOLANE",Cork,,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"5 The Green, Bellingsfield, Naas",Kildare,W91RK0F,"€321,586.00",No,Yes,New Dwelling house /Apartment,
20/04/2021,"31 DEERPARK CRESCENT, KILLARNEY KERRY, KERRY",Kerry,V93Y2N3,"€49,925.89",Yes,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"1 MOUNT PLEASANT VILLAS, RANELAGH, DUBLIN 6",Dublin,D06F802,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"21 FOREST PARK, LEIXLIP, KILDARE",Kildare,W23H0A6,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"53 RORY O'CONNOR PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96XR72,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
