Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,VAT Exclusive,Description of Property,Property Size Description,lat,lng
14/02/2023,"9 BLUEBELL WAY ESKER HILLS, PORTLAOISE, LAOIS",Laois,R32F9HW,230000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0424424,-7.2953527
6/3/2023,"13 Woods Way, Harbour Heights, Rochestown Road",Cork,,327690,No,Yes,1,New Dwelling house /Apartment,,51.89797,-8.47061
3/8/2023,"154 SLI AN CHOISTE, MONKSLAND, ATHLONE",Roscommon,N37Y0E1,240000,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
22/03/2023,"2 Oak Park, Kinsealy Lane, Malhide",Dublin,,850220,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
21/03/2023,"BROWNHILL, POULAVONE, BALLINCOLLIG",Cork,,460000,No,No,0,Second-Hand Dwelling house /Apartment,,51.88333,-8.58333
6/7/2023,"14 ELM COURT, THE PARK, PARK RD",Kerry,V93C1F9,280000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
23/01/2023,"ARDCARN, DUBLIN RD, NAVAN",Meath,C15X3V6,750000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
1/9/2023,"4 OWENSTOWN LODGE, OWENSTOWN PARK, MOUNT MERRION",Dublin,A94VY88,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/12/2023,"6 CARRIGMORE GLEN, SAGGART, DUBLIN",Dublin,D24P034,632000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/05/2023,"No 1 An Chloch Ard, Killyclug, Letterkenny",Donegal,,281940,No,Yes,1,New Dwelling house /Apartment,,54.95,-7.73333
27/04/2023,"60 CLUAIN ARD, BALLYVELLY, TRALEE",Kerry,V92W7W4,240000,No,No,0,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
3/3/2023,"53 churchlands, delgany",Wicklow,,528630,No,Yes,1,New Dwelling house /Apartment,,53.1397203,-6.0817415
29/05/2023,"11 ARD LONAN, LONGLANE, LETTERKENNY",Donegal,F92DV2F,145000,No,No,0,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
3/8/2023,"THE BLEACH, MILLEENANNIG, DUNMANWAY",Cork,P47K291,200000,No,No,0,Second-Hand Dwelling house /Apartment,,51.71667,-9.11667
8/12/2023,"11 The Heights, Cluain Glasan",Kilkenny,,375000,No,Yes,1,New Dwelling house /Apartment,,52.6615522,-7.2676528
14/04/2023,"17 LISNAGAR GARDENS, RATHCORMAC",Cork,,295150,No,Yes,1,New Dwelling house /Apartment,,52.07694,-8.28194
19/04/2023,"39 Clay Farm Avenue, Clay Farm, Leopardstown",Dublin,,524200,No,No,0,New Dwelling house /Apartment,,53.33306,-6.24889
14/02/2023,"36 MERTON HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,D06CK03,490000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/01/2023,"APARTMENT 25, CAIRNBROOK AVENUE, CARRICKMINES",Dublin,D18WF78,470000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2459765,-6.1826194
24/04/2023,"APT 316, LORETO ABBEY, GRANGE RD DUBLIN 14",Dublin,D14XH61,370000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/11/2023,"23 RIVERSIDE GREEN, KILCULLEN, KILDARE",Kildare,R56H798,220260,No,Yes,1,New Dwelling house /Apartment,,53.13028,-6.74444
13/04/2023,"9 THE HAWTHORNS, ROSELEIGH, MOONCOIN",Kilkenny,X91Y8W9,195000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2916341,-7.2557722
8/5/2023,"6 MONKSFIELD, BEALNAMULLIA, ATHLONE",Roscommon,N37T9R3,257500,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
20/10/2023,"15 The Walk Baker Hall, Academy Street Navan",Meath,,339210,No,Yes,1,New Dwelling house /Apartment,,53.6572926,-6.6726588
27/03/2023,"3 HOLDBROOK, PORTLAOISE, CO LAOIS",Laois,,295150,No,Yes,1,New Dwelling house /Apartment,,53.0446274,-7.2611047
8/11/2023,"13 TEMPLEROAN CLOSE, KNOCKLYON RD, TEMPLEOGUE DUBLIN 16",Dublin,D16V3P9,632500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/9/2023,"117 LAKELANDS CLOSE, STILLORGAN, DUBLIN",Dublin,A94RX34,664000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2803819,-6.2110786
20/11/2023,"15 RIVERSIDE GREEN, KILCULLEN, KILDARE",Kildare,R56XA38,220260,No,Yes,1,New Dwelling house /Apartment,,53.13028,-6.74444
4/1/2023,"29 ROCKABILL APTS, SKERRIES, CO DUBLIN",Dublin,K34YY17,415000,No,No,0,Second-Hand Dwelling house /Apartment,,53.38046,-6.27113
9/10/2023,"STATION RD, FALCARRAGH, LETTERKENNY",Donegal,F92K29E,180000,No,No,0,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
24/03/2023,"66 STEEPLECHASE COURT, RATOATH, MEATH",Meath,A85EH68,255000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5107749,-6.4734384
15/02/2023,"20 KILMACUD PARK, STILLORGAN, DUBLIN",Dublin,A94A4V2,880000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2880227,-6.2093607
21/12/2023,"60 Glendarragh, Newtownmountkennedy, Co Wicklow",Wicklow,,387670,No,Yes,1,New Dwelling house /Apartment,,52.975,-6.04944
30/11/2023,"41 LIAM MELLOWS PARK, WEXFORD",Wexford,Y35T6E8,196000,No,No,0,Second-Hand Dwelling house /Apartment,,52.3303191,-6.478277
20/04/2023,"18 THE OLD MILLS, GARRYOWEN, CLOYNE",Cork,P25PN70,245000,No,No,0,Second-Hand Dwelling house /Apartment,,51.86278,-8.12444
13/10/2023,"27 SYMPHONY HOUSE, ADELAIDE RD, DUBLIN 2",Dublin,D02CD36,601200,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/06/2023,"34 The Mews, Baker Hall, Navan",Meath,,330400,No,Yes,1,New Dwelling house /Apartment,,53.6425263,-6.6759092
15/08/2023,"7 The Park, Baker Hall, Navan",Meath,,321590,No,Yes,1,New Dwelling house /Apartment,,53.6430074,-6.6767787
17/02/2023,"16 SPRING MEADOW, DUNGARVAN, WATERFORD",Waterford,X35VW21,319000,No,No,0,Second-Hand Dwelling house /Apartment,,52.0853632,-7.643208
6/7/2023,"53 The Laurels, Avourwen, Drogheda",Meath,,321600,No,Yes,1,New Dwelling house /Apartment,,53.7022004,-6.3545354
19/12/2023,"10 MEATH ST, DUBLIN 8, DUBLIN",Dublin,D08K194,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3419982,-6.279194
26/05/2023,"23 Barn Elms, Upper Churchtown Road, Churchtown",Dublin,,559470,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
23/02/2023,"9 CARRIGMORE GLEN, SAGGART, DUBLIN",Dublin,D24RK83,625000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/04/2023,"36 ROCKFIELD PARK, ARDEE, LOUTH",Louth,A92PK06,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.85972,-6.54056
19/07/2023,"14 SAND HILLS, HACKETSTOWN RD, CARLOW",Carlow,R93F4E0,315000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
4/12/2023,"15 West Avenue, Riverway, Ballylickey",Cork,,246700,No,Yes,1,New Dwelling house /Apartment,,51.72101,-9.43769
8/3/2023,"72 NORTH MAIN STREET, WEXFORD",Wexford,Y35T1FD,200000,No,No,0,Second-Hand Dwelling house /Apartment,,52.3405518,-6.4625994
10/3/2023,"118 CHARNWOOD, BRAY, WICKLOW",Wicklow,A98W138,630000,No,No,0,Second-Hand Dwelling house /Apartment,,53.1953017,-6.1120438
22/09/2023,"26 DOMINIC ST, KILKENNY, KILKENNY",Kilkenny,R95K6HC,311500,No,No,0,Second-Hand Dwelling house /Apartment,,52.6521701,-7.2603906
15/12/2023,"28 SUMMERVILLE, CLONTARF, DUBLIN 3",Dublin,D03N7F3,770000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/04/2023,"SLIEVEBAWN, MONASEED, GOREY",Wexford,,181000,No,No,0,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
23/01/2023,"5 WOODLAWN HOUSE APTS, LOWER MOUNTTOWN RD, GLENAGEARY",Dublin,A96NH42,407500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/08/2023,"19 ELM PARK, NEW ROSS, WEXFORD",Wexford,Y34W351,280000,No,No,0,Second-Hand Dwelling house /Apartment,,52.3861899,-6.9326357
21/04/2023,"30 BLACKTHORNE HILL CLOSE, RATHCOOLE, DUBLIN",Dublin,D24X6YC,250000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/3/2023,"15 ARD NA SI, LIS NA DARA, CARRICK ROAD DUNDALK",Louth,A91EY4X,178000,No,No,0,Second-Hand Dwelling house /Apartment,,54,-6.41667
25/09/2023,"17 The Walk, Citywest Village, Citywest",Dublin,,485000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/12/2023,"37 CLUAIN BHEAR??, MONASTEREVIN ROAD, ATHY",Kildare,,335000,No,Yes,1,New Dwelling house /Apartment,,52.99139,-6.98028
10/3/2023,"MEENBANAD, BURTONPORT, DONEGAL",Donegal,F94KC97,175000,No,No,0,Second-Hand Dwelling house /Apartment,,54.98556,-8.43111
10/5/2023,"44 Grove Park, Rathmines",Dublin,,1025000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3294083,-6.2677706
5/1/2023,"31 GLEANN CORA, NEWMARKET ON FERGUS, CLARE",Clare,V95HD45,240000,No,No,0,Second-Hand Dwelling house /Apartment,,52.7622782,-8.8869117
15/12/2023,"6 BALLYKISTEEN LODGE, MONARD, CO. TIPPERARY",Tipperary,,133000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66667,-7.83333
31/03/2023,"21 CHERRY ORCHARD GREEN, ELMDALE, BALLYFERMOT DUBLIN 10",Dublin,D10TY46,243230,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/06/2023,"98 Bawnogues Green, The Bawnogues, Kilcock",Kildare,,356830,No,Yes,1,New Dwelling house /Apartment,,53.40222,-6.67083
16/06/2023,"30 BUN CAISE, RAHOON, GALWAY",Galway,H91X8WT,410000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2720514,-9.0885086
6/9/2023,"10 ASHCOURT, BALLYCLERIHAN, CLONMEL",Tipperary,E91PC78,280000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
21/09/2023,"60 Parklands Wood, Parklands, Citywest",Dublin,,383260,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
13/11/2023,"29 CLANCY ST, FERMOY, CORK",Cork,P61KT54,110000,No,No,0,Second-Hand Dwelling house /Apartment,,52.1349695,-8.2789284
15/12/2023,"26 COSCORRIG CRESCENT, LOUGHREA, GALWAY",Galway,H62H029,165400,No,No,0,Second-Hand Dwelling house /Apartment,,53.1970748,-8.586168
29/06/2023,"CARRIGEEN, CAPPOQUIN, WATERFORD",Waterford,,365000,No,No,0,Second-Hand Dwelling house /Apartment,,52.1338816,-7.8403136
22/02/2023,"70 WHITEBARN ROAD, CHURCHTOWN, DUBLIN 14",Dublin,D14H972,500000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2946605,-6.2635601
29/08/2023,"170 RIVER FOREST, LEIXLIP, KILDARE",Kildare,W23E3H7,465000,No,No,0,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
4/8/2023,"36 CLONOUGH AVE, LIMERICK RD, CASTLEISLAND",Kerry,V92H3K2,220000,No,No,0,Second-Hand Dwelling house /Apartment,,52.23333,-9.46667
29/11/2023,"91 BOYNE VIEW, JOHNSTOWN, NAVAN",Meath,C15HX8D,365000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
14/09/2023,"72 MONKSTOWN AVE, BLACKROCK, DUBLIN",Dublin,A94T9R2,987000,No,No,0,Second-Hand Dwelling house /Apartment,,53.288238,-6.155739
17/08/2023,"50 AUGHAVANAGH RD, DUBLIN 12, DUBLIN",Dublin,D12AK27,395000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3292718,-6.2884011
17/02/2023,"4 BALLINTYRE SQ, BALLINTEER, DUBLIN 16",Dublin,D16E722,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.273687,-6.2563674
27/06/2023,"LETTREEN, STROKESTOWN, ROSCOMMON",Roscommon,,160000,No,No,0,Second-Hand Dwelling house /Apartment,,53.78333,-8.1
1/6/2023,"22 Hogan's Place, Limerick Road, Ennis",Clare,,320000,No,Yes,1,New Dwelling house /Apartment,,52.84361,-8.98639
20/12/2023,"8 DERRYVARRAGH HOUSE, MULLINGAR, WESTMEATH",Westmeath,N91FN70,165000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.53333,-7.35
27/09/2023,"BOYLE RD, FRENCH PK, ROSCOMMON",Roscommon,F45N223,150000,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
11/7/2023,"Apartment 242, Block 3, The Alder",Dublin,,370040,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
31/10/2023,"37 LEAS NA MARA, BALLYMONEEN RD, KNOCKNACARRA",Galway,H91YC64,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
19/10/2023,"46 TOLKA RD, DUBLIN 3, DUBLIN",Dublin,D03W021,249000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3631397,-6.2451778
8/12/2023,"24 THE MEADOW, MOUNTSTEWART, PORTLAOISE",Laois,R32XC2P,316420,Yes,Yes,1,New Dwelling house /Apartment,,53.03441,-7.29979
22/12/2023,"109 Carrabeag, Newport",Mayo,,249170,No,No,0,New Dwelling house /Apartment,,53.88333,-9.55
20/11/2023,"164 THOMOND RD, BALLYFERMOT, DUBLIN 10",Dublin,D10HW10,271000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3415477,-6.3460764
19/07/2023,"24 Clay Farm Copse, Clay Farm, Leopardstown",Dublin,D18TK2W,656390,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
10/5/2023,"31 BELCAMP CRESCENT, DUBLIN 17, DUBLIN",Dublin,D17AD85,250000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4035956,-6.197678
29/08/2023,"49 BOYNE VIEW, JOHNSTOWN, NAVAN",Meath,C15D5YF,330000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
1/2/2023,"3 CLONROADBEG, ENNIS, COUNTY CLARE",Clare,V95K8KX,250000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
28/11/2023,"APT 4, RENAISSANCE HOUSE, CHURCH ST",Dublin,D13H971,480000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3862053,-6.0658443
11/7/2023,"DRUMGEAGLOM, LEITRIM VILLAGE, CO LEITRIM",Leitrim,N41A131,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.99083,-8.06361
17/07/2023,"ASHE COTTAGE, NEWTOWN PARK, WATERFORD",Waterford,X91T9CF,235000,No,No,0,Second-Hand Dwelling house /Apartment,,52.325,-7.55944
14/03/2023,"19 GLINCOOL GARDENS, BALLINCOLLIG, CORK",Cork,P31RW64,320000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8820627,-8.5861457
14/09/2023,"BALLYFLYNN HOUSE, UPPER TULLIG, KILFLYNN",Kerry,V92VE44,275000,No,No,0,Second-Hand Dwelling house /Apartment,,52.35,-9.63333
1/8/2023,"53 Bower Hill, Athlone",Westmeath,N37V8X4,314540,No,Yes,1,New Dwelling house /Apartment,,53.43333,-7.95
16/01/2023,"32 MARYBOROUGH CRESCENT, PORTLAOISE, LAOIS",Laois,R32R861,170000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0425025,-7.2808626
18/05/2023,"7 WEST MAIN STREET, CAHERCIVEEN, CO KERRY",Kerry,V23A306,150000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
30/01/2023,"11 COIS NA HABHANN, STATION RD, MOATE",Westmeath,N37X239,225000,No,No,0,Second-Hand Dwelling house /Apartment,,53.39389,-7.71722
9/10/2023,"WATERVILLE HOUSE, DRUMMULLAGH, OMEATH",Louth,A91K256,175000,No,No,0,Second-Hand Dwelling house /Apartment,,54.09011,-6.25937
2/6/2023,"15 MOUNTPELLIER VIEW, TALLAGHT, DUBLIN 24",Dublin,D24CTX2,206000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/08/2023,"110 WESTWOOD, BALLEA RD, CARRIGALINE",Cork,T45K097,235000,No,No,0,Second-Hand Dwelling house /Apartment,,51.81167,-8.39861
28/09/2023,"31 Marlmount Park, Dundalk, County Louth",Louth,,396480,No,Yes,1,New Dwelling house /Apartment,,53.9667161,-6.3941976
23/11/2023,"3 THE COURTYARD, TWIN OAKS, BAILIEBOROUGH",Cavan,A82WR58,122500,No,No,0,Second-Hand Dwelling house /Apartment,,53.9163662,-6.965598
6/9/2023,"1 SITRIC PLACE, STONEYBATTER, DUBLIN 7",Dublin,D07T3H9,455000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/06/2023,"16 SUPPLE HALL, DUNSHAUGHLIN, MEATH",Meath,A85KH72,230000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5093634,-6.543777
5/10/2023,"18 SURFERS COVE, BUNDORAN, DONEGAL",Donegal,F94XP96,255000,No,No,0,Second-Hand Dwelling house /Apartment,,54.484335,-8.2642208
20/12/2023,"23 ST FRANCIS TERRACE, ATHLONE, CO WESTMEATH",Westmeath,N37P2V6,190000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4260414,-7.9372978
15/12/2023,"52 THE WOODLANDS, CASTLETOWN, CELBRIDGE",Kildare,W23N925,340000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3458348,-6.5345463
4/9/2023,"58 RATHMOUNT, SEAFIELD RD, BLACKROCK",Louth,A91KR20,590000,No,No,0,Second-Hand Dwelling house /Apartment,,53.96405,-6.36514
2/3/2023,"11 CALEDON COURT, EASTWALL, DUBLIN 3",Dublin,D03KV40,344000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/07/2023,"35 OAKLANDS, LISNABRACK, CARRICK ON SHANNON",Leitrim,N41H2Y7,160000,No,No,0,Second-Hand Dwelling house /Apartment,,53.94694,-8.09
13/11/2023,"38 ST JAMES WOOD, KILMAINHAM, DUBLIN 8",Dublin,D08W6H0,395000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/10/2023,"35 Ardrostig, Bishopstown Road",Cork,T12XYA3,216740,Yes,Yes,1,New Dwelling house /Apartment,,51.89797,-8.47061
21/08/2023,"11 The Park, Coachroad Mewdows, Clane",Kildare,,427310,No,Yes,1,New Dwelling house /Apartment,,53.29139,-6.68917
30/11/2023,"SHANDRUM, CAPPAHAYDEN, CALLAN",Kilkenny,R95H2N7,331000,No,No,0,Second-Hand Dwelling house /Apartment,,52.545,-7.39111
26/10/2023,"20 OSSORY RD, DUBLIN 3, DUBLIN",Dublin,D03H303,280000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3557148,-6.2423917
23/03/2023,"37 DUN AENGUS, NEW DOCKS, GALWAY",Galway,H91RK7A,500000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
28/09/2023,"10 LANCASTER QUAY, WESTERN RD, CORK CITY",Cork,T12PX2E,425000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
22/03/2023,"Apartment 322 Marietta Woods, Castle Park Road, Dalkey",Dublin,,604860,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
28/11/2023,"4 HAZELBOURNE, CLEABOY RD, WATERFORD",Waterford,X91K3EY,272000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
13/12/2023,"8 BOTHAN KEARNEY RD BALLYARD, TRALEE, KERRY",Kerry,V92N6PT,480000,No,No,0,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
11/12/2023,"65 Newtown Wood, Drogheda",Louth,,334800,No,Yes,1,New Dwelling house /Apartment,,53.7273872,-6.3213635
7/12/2023,"42 ARD AN OIR, DRIMNABEG, SNEEM",Kerry,,265000,No,No,0,Second-Hand Dwelling house /Apartment,,51.83333,-9.9
9/11/2023,"160 MARIAN PARK, DROGHEDA, LOUTH",Louth,A92F9WH,285000,No,No,0,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
25/07/2023,"4 HIGHFIELD PARK, KILCOCK, CO KILDARE",Kildare,W23XC44,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.40222,-6.67083
24/11/2023,"APT 108 BLOCK A, HAMPTON LODGE, GRACE PARK ROAD",Dublin,D09KX9E,367500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/04/2023,"14 Cronans Well Grove, Mooretown, Swords",Dublin,,417780,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
13/01/2023,"83 CORRIB RD, TERENURE, DUBLIN 6W",Dublin,D6WAD78,425000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3127614,-6.2919364
15/05/2023,"162 Millquarter, Knockmullen, Gorey",Wexford,,374450,No,Yes,1,New Dwelling house /Apartment,,52.67472,-6.2925
20/10/2023,"4 MOUNT CARMEL AVENUE, GOATSTOWN, DUBLIN 14",Dublin,D14K792,737000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2957312,-6.2396533
9/10/2023,"9 ERRIS BAY, BOYLE, ROSCOMMON",Roscommon,F52XA49,195000,No,No,0,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
14/09/2023,"9 CASTLE ELMS, COOLOCK, DUBLIN 17",Dublin,D17WK15,288000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/01/2023,"GRANGE, CAMPILE, NEW ROSS",Wexford,Y34A899,295000,No,No,0,Second-Hand Dwelling house /Apartment,,52.39667,-6.93667
11/12/2023,"16 THE OAKS, BARNOAKS, CITYWEST",Dublin,D24W9NN,235200,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
25/04/2023,"52 Cuirt Bhoirne, Roscam",Galway,,396480,No,Yes,1,New Dwelling house /Apartment,,53.2743826,-8.9651552
13/02/2023,"28 GANDON COURT, FAIRGREEN, PORTLAOISE",Laois,R32RX44,168500,No,No,0,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
6/12/2023,"88  89  90 and 91 Tinnycross Park, Tinnycross, Ballymore Eustace",Kildare,,775330,No,Yes,1,New Dwelling house /Apartment,,53.13333,-6.61667
31/01/2023,"62 CRANN ARD, FETHARD RD, CLONMEL",Tipperary,E91T2T5,185000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
21/12/2023,"2 THE AVENUE, DUN EALA, DUNTAHEEN RD",Cork,P61H952,272000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
30/06/2023,"TIERNABOUL UPPER, KILLARNEY, KERRY",Kerry,V93H9K3,375000,No,No,0,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
24/07/2023,"TALBOTS INCH, KILKENNY, KILKENNY",Kilkenny,R95HR0C,400000,No,No,0,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
13/06/2023,"BAYVIEW HOUSE, FRONT STRAND, YOUGHAL",Cork,P36YW88,495000,No,No,0,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
22/03/2023,"Apartment 331 Marietta Woods, Castle Park Road, Dalkey",Dublin,,598020,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
1/12/2023,"89 BLACKCASTLE ESTATE, SLANE ROAD, NAVAN",Meath,C15W7W0,310000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
24/03/2023,"2 LEGGAGH, CASTLETOWN, NAVAN",Meath,,130000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
3/10/2023,"APARTMENT 9, JOHNSTOWN BRIDGE, JOHNSTOWN",Waterford,X91PY04,125000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
25/07/2023,"94 RIVERSIDE DR, RED BARNS RD, DUNDALK",Louth,A91EY71,200000,No,No,0,Second-Hand Dwelling house /Apartment,,54,-6.41667
19/09/2023,"64 THE TERRACE, ROBSWALL, MALAHIDE",Dublin,K36DK09,700000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/07/2023,"7 THE FAIRWAY, THE OLD COURSE, IRONMINES",Cork,P51CA2K,259000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
31/07/2023,"12 Rath More Green, Barrack Green, Kinsale",Cork,,387670,No,Yes,1,New Dwelling house /Apartment,,51.7075,-8.53056
25/08/2023,"27 THE PINES, BRIDGEMOUNT, CARRIGALINE",Cork,P43NF89,302000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8223113,-8.3858101
21/11/2023,"98 ROWAN HILL, MOUNT OVAL, ROCHESTOWN",Cork,T12EHD3,400000,No,No,0,Second-Hand Dwelling house /Apartment,,51.87,-8.38306
2/12/2023,"101 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4",Dublin,D04N1K5,550000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/6/2023,"4 THE HAVEN, MILLERSBROOK, NENAGH",Tipperary,E45AW97,241000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
20/02/2023,"No.10 Cedar Drive, Cedar Park, Westport",Mayo,,387670,No,Yes,1,New Dwelling house /Apartment,,53.8,-9.51667
30/03/2023,"5 BAY VIEW COURT, LOUTH ATALIA RD, GALWAY",Galway,,290000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
24/11/2023,"10 CHARNWOOD PARK, CLONSILLA, DUBLIN 15",Dublin,D15X3F2,482500,No,No,0,Second-Hand Dwelling house /Apartment,,53.3861124,-6.4153478
27/06/2023,"80 WOODFIELD GALWAY RD TUAM, GALWAY",Galway,H54E205,215000,No,No,0,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
17/05/2023,"14 CARLINN HEATH, MULLAHARLIN ROAD, DUNDALK",Louth,A91DRR0,322000,No,No,0,Second-Hand Dwelling house /Apartment,,54,-6.41667
17/02/2023,"10 ARDREW HEIGHTS DUN BRINN ATHY, KILDARE",Kildare,R14KD86,247000,No,No,0,Second-Hand Dwelling house /Apartment,,52.9832683,-6.9856865
25/10/2023,"CLONARD, MOUNTRATH, LAOIS",Laois,R32D2W9,470000,No,No,0,Second-Hand Dwelling house /Apartment,,52.99889,-7.47278
25/01/2023,"67 ROS ALAINN, GURTEENROE, MACROOM",Cork,,241410,No,Yes,1,New Dwelling house /Apartment,,51.9,-8.95
22/11/2023,"Site no 5, Aspen Way, Foxburrow",Laois,,339210,No,Yes,1,New Dwelling house /Apartment,,53.0365112,-7.2700785
9/6/2023,"1 THE BELFRY, ST. MARYS CRUMLIN, DUBLIN 12",Dublin,D12D0D9,432500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/6/2023,"13 RADHARC NA HEAGLAISE, CONVENT HILL, KILLALOE",Clare,V94HPW1,210500,No,No,0,Second-Hand Dwelling house /Apartment,,52.80667,-8.44361
