Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
4/3/2020,"AUGHAWARD, FOXFORD, MAYO",Mayo,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.98333,-9.11667
27/03/2020,"14 MOUNT PROSPECT GREEN, CLONARD, WEXFORD",Wexford,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
31/07/2020,"LEINSTER STREET, MAYNOOTH, CO KILDARE",Kildare,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3802947,-6.5919503
17/02/2020,"APT 108, BEECHCOURT, BEECH RD",Kerry,,"???120,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
9/12/2020,"23 The Avenue, St. Marnock's Bay, Station Road",Dublin,,"???511,013.21",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
22/06/2020,"CROSSTOWN, KILLARNEY, KERRY",Kerry,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.043086,-9.404917
17/08/2020,"3 HAVEN COURT, CONVENT AVE, BRAY",Wicklow,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
29/05/2020,"4 CLORAN COURT, ATHBOY, MEATH",Meath,,"???242,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6225238,-6.9287472
18/12/2020,"45 AUBURN RD, DUN LAOGHAIRE, DUBLIN",Dublin,,"???262,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.2660331,-6.1385843
7/12/2020,"1 The Boulevard, Oldbridge Manor, Drogheda",Meath,,"???233,480.00",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
3/9/2020,"11 CARRIG VALE, KILANERIN, GOREY",Wexford,,"???317,180.61",No,Yes,New Dwelling house /Apartment,,52.67472,-6.2925
24/02/2020,"APT 4 EARL MEWS, LORD EDWARD STREET, BALLINA",Mayo,,"???45,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.11667,-9.16667
21/10/2020,"55 Knights Grange, Lacken Road, Kilbarry",Waterford,,"???211,453.74",Yes,Yes,New Dwelling house /Apartment,,52.23472,-7.13028
11/11/2020,"MOUNTAIN DREAM, DRUMROE LOWER, CAPPOQUIN",Waterford,,"???210,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.14722,-7.85528
13/01/2020,"BALLAGH COTTAGE, AUGHRIM, BALLINASLOE",Galway,,"???30,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3275,-8.21944
16/12/2020,"27 SANDYCOVE AVE WEST, SANDYCOVE, DUBLIN",Dublin,,"???895,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2866147,-6.1155946
6/3/2020,"APT 15, BARRINGTON COURT, NORTH CIRCULAR RD",Limerick,,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
21/12/2020,"APT 100, CASTLE HALL SWORDS CENTAL, DUBLIN RD",Dublin,,"???218,406.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/6/2020,"20 LAWLOR WAY, FAIRGREEN, PORTLAOISE",Laois,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
9/6/2020,"15 MENEVAL GREEN, FARMLEIGH, DUNMORE ROAD",Waterford,,"???114,316.25",Yes,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
9/12/2020,"38 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"???186,784.14",No,Yes,New Dwelling house /Apartment,,52.50083,-6.55778
21/09/2020,"No. 68, Gleann an Ghairdin, Ballytegan",Wexford,,"???220,264.32",No,Yes,New Dwelling house /Apartment,,52.5,-6.66667
9/9/2020,"HILLCREST, ENNISTYMON RD, LAHINCH",Clare,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.93268,-9.33666
9/12/2020,"25 ELMVALE COURT, WILTON, CORK",Cork,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8757996,-8.5024064
31/01/2020,"180 Bloomfield Park, Donnybrook, Dublin 4",Dublin,,"???820,000.00",No,Yes,New Dwelling house /Apartment,,53.3252343,-6.2436611
21/12/2020,"ROSE COTTAGE, RIDGE RD, PORTLAOISE",Laois,,"???215,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
3/1/2020,"1 LAUREL COURT, LOUGHBOY, KILKENNY",Kilkenny,,"???193,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
9/10/2020,"359 THE LAWN, BELGARD HEIGHTS, TALLAGHT",Dublin,,"???312,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2970434,-6.3834887
8/6/2020,"13, PORTLAND PLACE, NORTH CIRCULAR ROAD DUBLIN 1",Dublin,,"???145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/10/2020,"CARRICKNAGORE HOUSE, BRUCKLESS, COUNTY DONEGAL",Donegal,,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.63639,-8.38333
3/3/2020,"Lonnogs, Crosskeys, Co. Cavan",Cavan,,"???220,000.00",No,Yes,New Dwelling house /Apartment,,53.9164974,-7.2666918
17/07/2020,"LEENANE RD, CARRABAUN, WESTPORT",Mayo,,"???478,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.8,-9.51667
27/10/2020,"MAYOUR, KILMEENA, WESTPORT",Mayo,,"???324,670.00",No,No,Second-Hand Dwelling house /Apartment,,53.8,-9.51667
23/11/2020,"3 DRUIM CALA, DROMOD, LEITRIM",Leitrim,,"???176,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.86667,-7.91667
28/02/2020,"11A GREENHILLS ROAD, WALKINSTOWN, CO DUBLIN",Dublin,,"???428,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.38046,-6.27113
10/12/2020,"26 BRUHENNY, CHURCHTOWN, MALLOW",Cork,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13333,-8.63333
16/11/2020,"BEVERTON LODGE, Turvey Avenue, DONABATE",Dublin,,"???50,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/11/2020,"7 JERVIS PLACE, ABBEY ST UPPER, DUBLIN 1",Dublin,,"???275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/3/2020,"44 BROOK MEADOW, AVOCA, CO WICKLOW",Wicklow,,"???297,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.8487685,-6.2020633
15/12/2020,"ST MARYS RECTORY, MOHILL, CO LEITRIM",Leitrim,,"???102,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.91667,-7.86667
27/02/2020,"46 MILLFIELD, THE LINKS, STATION RD",Dublin,,"???305,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/9/2020,"8 GREENPARK CLOSE, SOUTH CIRCULAR RD, LIMERICK",Limerick,,"???370,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
17/12/2020,"68 CLIFDEN RD, BALLYFERMOT, DUBLIN 10",Dublin,,"???250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3405776,-6.3617131
5/6/2020,"18 THE BRAMBLES, CLASSIS LAKE, OVENS",Cork,,"???360,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.86667,-8.66667
28/02/2020,"25 THE GARTH, KINGSWOOD HEIGHTS, TALLAGHT",Dublin,,"???253,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3047257,-6.3730185
18/12/2020,"44 AVONDALE DR, HANOVER, CARLOW",Carlow,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
2/9/2020,"2E BELARMINE DR, STEPASIDE, DUBLIN 18",Dublin,,"???297,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2593538,-6.2196681
16/06/2020,"403 MAHON HOUSE, UPPER WILLIAM STREET, LIMERICK",Limerick,,"???133,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
6/4/2020,"DRUMCAR RD, CLUIDE, DUNLEER",Louth,,"???265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.835,-6.39611
24/03/2020,"44 BENGAL TERRACE, OLD CORK RD",Limerick,,"???87,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
16/11/2020,"1849 LOURDESVILLE, KILDARE",Kildare,,"???198,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.1590028,-6.9111332
16/10/2020,"9 MARINE CRESCENT, BLACKROCK COVE, BLACKROCK",Louth,,"???279,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96405,-6.36514
5/10/2020,"AISLING, 74 NEWTOWNPARK AVENUE, BLACKROCK",Dublin,,"???481,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/10/2020,"14 ST DECLANS RD, MARINO, DUBLIN 3",Dublin,,"???525,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/12/2020,"21 NORTHUMBERLAND COURT, HADDINGTON RD, DUBLIN 4",Dublin,D04YH59,"???450,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/10/2020,"21 CLANCOOL TERRACE, BANDON, CORK",Cork,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.7369572,-8.7454345
28/10/2020,"14 FAIRVIEW GREEN, MARINO, DUBLIN 3",Dublin,,"???462,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3653979,-6.2361534
11/12/2020,"3 SEAFIELD, WICKLOW",Wicklow,,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.9212184,-6.0427985
30/09/2020,"15 PARK LANE, GRANGE RATH, DROGHEDA",Meath,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7048343,-6.3103169
9/10/2020,"12 ORMONDE ROAD, KILKENNY",Kilkenny,,"???185,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6488137,-7.2516861
6/11/2020,"DUNLOE UPPER, BEAUFORT, KILLARNEY",Kerry,,"???306,400.00",No,No,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
5/8/2020,"63A UPPER IRISHTOWN, CLONMEL, COUNTY TIPPERARY",Tipperary,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.3517584,-7.7166563
16/01/2020,"6 MILL COTTAGES, MITCHELSTOWN RD, CAHIR",Tipperary,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
4/2/2020,"APT 2 HOGAN PLACE, HOGAN SQ, DUBLIN 2",Dublin,,"???333,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/05/2020,"GAP TWO, KNOCKREAGH, LISTOWEL",Kerry,,"???72,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.44639,-9.485
14/12/2020,"42 Church Green, Ballinglanna, Glanmire",Cork,,"???275,329.00",No,Yes,New Dwelling house /Apartment,,51.91583,-8.39972
6/3/2020,"Unit 1 Grace Park Close, Grace Park Wood, Grace Park Road",Dublin,,"???607,929.00",No,Yes,New Dwelling house /Apartment,,,
5/8/2020,"BROOMFIELD WEST, MIDLETON, CORK",Cork,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9285683,-8.1753635
11/6/2020,"8 AVALON, BRIGHTON RD, FOXROCK DUBLIN 18",Dublin,,"???965,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/4/2020,"1 ASPEN AVE, CLONSILLA, DUBLIN 15",Dublin,,"???445,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/09/2020,"BUNDUFF, CASTLEGAL, CLIFFONEY",Sligo,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
31/07/2020,"25 AN FIODAN, DOUGHISKA, GALWAY",Galway,,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2823562,-8.9805366
27/03/2020,"19 ELM COURT, LISSADELL PARK   OXFIELD ROAD, CARNEY",Sligo,,"???101,322.00",No,Yes,New Dwelling house /Apartment,,54.34056,-8.52722
15/09/2020,"19 PRIMROSE ST, BROADSTONE, DUBLIN 7",Dublin,,"???335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/4/2020,"MILL VIEW, BALLISODARE, CO. SLIGO",Sligo,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
19/05/2020,"14 CUIRT NA HABHANN, CLAREGALWAY, GALWAY",Galway,,"???150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33861,-8.945
3/12/2020,"59 D??n R??oga Crescent, D??n R??oga, Drumree Road",Meath,,"???290,748.89",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
17/12/2020,"27 CASTLEMARTIN AVE, BETTYSTOWN, MEATH",Meath,,"???305,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.70139,-6.24611
11/11/2020,"VILLAGE BUNGALOW, DURRUS, BANTRY",Cork,,"???18,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.68333,-9.45
26/03/2020,"5 MOUNTRIVERS EST, CARRIGALINE, CORK",Cork,,"???192,500.00",No,No,Second-Hand Dwelling house /Apartment,,51.81167,-8.39861
12/3/2020,"16 Hillview, Ballinlough",Roscommon,,"???80,176.21",No,Yes,New Dwelling house /Apartment,,53.73333,-8.63333
7/10/2020,"48 RAIL PARK, MAYNOOTH, KILDARE",Kildare,,"???310,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.3748086,-6.5858405
25/03/2020,"4 RAFTERS LANE, DRIMNAGH, DUBLIN CITY",Dublin,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/07/2020,"7 MAYORSTONE PARK, SHELBOURNE ROAD, LIMERICK",Limerick,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
14/08/2020,"112 BAUNOGUE, LOUGHREA, GALWAY",Galway,,"???171,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.19694,-8.56694
20/11/2020,"9 Cluain Adain Rise, Clonmagadden, Navan",Meath,,"???233,480.18",No,Yes,New Dwelling house /Apartment,,53.65278,-6.68139
3/3/2020,"6 CLOSES PARK, FARRANREE, CORK",Cork,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
18/05/2020,"KNOCKBRACK, MULLINAVAT, KILKENNY",Kilkenny,,"???375,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.36722,-7.16472
13/03/2020,"21 CASTLETREASURE COURT, CASTLETREASURE, DOUGLAS",Cork,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8590938,-8.4370262
18/08/2020,"PRIORSTOWN, TERMONFECKIN, DROGHEDA",Louth,,"???293,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.7871391,-6.3089408
4/6/2020,"18 RAHIN WOOD, BALLYLINAN, LAOIS",Laois,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,53,-7.4
27/07/2020,"23 MANOR GREEN, GRANGE MANOR, OVENS",Cork,,"???425,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.86667,-8.66667
15/09/2020,"4 CARROWMORE MEADOWS, BALLYCONNELL, COUNTY CAVAN",Cavan,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.1174771,-7.6028892
6/3/2020,"8 CAMAC TERRACE, BOW BRIDGE, KILMAINHAM",Dublin,D08A4XF,"???217,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/12/2020,"9 The Park, Oldbridge Manor, Rathmullen",Meath,,"???208,241.96",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
16/11/2020,"ANDINA, 13 CASTLEROCK ROAD, BELMOUNT",Limerick,,"???300,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
2/10/2020,"44 CASTLELANDS, BALBRIGGAN, DUBLIN",Dublin,,"???490,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5975853,-6.1812291
27/11/2020,"KNOCKTEMPLE, VIRGINIA, CAVAN",Cavan,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.83389,-7.07556
14/12/2020,"7 CARNE WOOD, JOHNSTOWN, NAVAN",Meath,,"???530,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
6/7/2020,"ROBERTSTOWN HOUSE, ROBERTSTOWN, CO KILDARE",Kildare,,"???304,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2672556,-6.8211471
30/03/2020,"PROPERTY 2, SHRAGH, WOODFORD",Galway,,"???125,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.04833,-8.40028
22/12/2020,"APT 19 CLOS AN IARLA, DOMINICK STREET, PORTUMNA",Galway,,"???50,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.08917,-8.21889
4/2/2020,"APT 2, CLOUGHER FAIL??, PLUCKEEN",Kerry,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
13/02/2020,"APT OVER MURTAGH'S, THOMAS STREET  KILTIMAGH, CLAREMORRIS",Mayo,,"???210,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71667,-9
23/11/2020,"3 GLEANN DAIRE, ARD NA GLEANN, LYRE BANTEER",Cork,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.12933,-8.89369
22/07/2020,"81 SLI GHEAL, BALLYMONEEN RD, GALWAY",Galway,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
31/07/2020,"2 BALLYNOE COURT, BRAY, CO WICKLOW",Wicklow,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1901708,-6.1269279
7/12/2020,"36 PHILIPSBURGH TERRACE, FAIRVIEW, DUBLIN CITY",Dublin,,"???410,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/03/2020,"173 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin,,"???265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3421677,-6.3706637
26/05/2020,"25 KELLYS BAY SHORE, SKERRIES, DUBLIN",Dublin,,"???367,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
19/05/2020,"THE SQUARE, KILTIMAGH, MAYO",Mayo,,"???72,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.85,-9
25/05/2020,"7 CARNEW STREET, N.C. ROAD, DUBLIN 7",Dublin,,"???405,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/2/2020,"53 COOLATREE RD, BEAUMONT, DUBLIN 9",Dublin,,"???390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3846068,-6.227836
26/03/2020,"16 LINTOWN GREEN, JOHNSWELL RD, KILKENNY",Kilkenny,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
28/05/2020,"BELVILLE, BALLINAGH, COUNTY CAVAN",Cavan,,"???120,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.93333,-7.41667
16/07/2020,"CARRAIGLINEEN, GLENMALURE, RATHDRUM",Wicklow,,"???140,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.92639,-6.23556
30/11/2020,"13 CROMWELLSFORT GROVE, MULGANNON, WEXFORD",Wexford,,"???117,383.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
25/09/2020,"APT 3 BEECHFIELD HOUSE, OULTON RD, CLONTARF",Dublin,D03YX72,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/10/2020,"19 GREENPARK MEADOWS, MULLINGAR, WESTMEATH",Westmeath,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.53333,-7.35
10/9/2020,"19 FERNHILL APTS, KNOCKRANNY, WESTPORT",Mayo,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.8,-9.51667
23/10/2020,"DERREENAVURRIG, SNEEM",Kerry,,"???245,000.00",No,Yes,New Dwelling house /Apartment,,51.83333,-9.9
25/03/2020,"1 ST MARTINS, HANNOVER ROAD, CARLOW",Carlow,,"???265,416.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
14/05/2020,"3 ALLENDALE CLOSE, CLONSILLA, DUBLIN 15",Dublin,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3912371,-6.4291259
18/12/2020,"4 THE CURRAGE PLAINS, KILDARE",Kildare,,"???205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
24/01/2020,"9 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin,,"???1,087,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3322471,-6.2689185
25/08/2020,"30 PARK GLEN CLOPE CROSS, GRANGERATH, DROGHEDA",Louth,,"???169,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
6/10/2020,"23 COWPER VILLAGE, RATHMINES, DUBLIN 6",Dublin,,"???450,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3172936,-6.2642244
3/7/2020,"1 ERNE HILL, BELTURBET, CAVAN",Cavan,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0981562,-7.4314445
23/10/2020,"149 BOYNE VIEW, JOHNSTOWN, NAVAN",Meath,,"???245,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
18/12/2020,"33 ROCKVALE, RATHBAWN RD, CASTLEBAR",Mayo,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.85,-9.3
21/10/2020,"CAMAGHY, MAGHERACLOONE, CARRICKMACROSS",Monaghan,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.97278,-6.71889
14/02/2020,"20 GRANGEGORMAN VILLAS, RATHDOWN RD, DUBLIN 7",Dublin,,"???530,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/08/2020,"14 CAHERANNE VILLAGE, BALLYVELLY, TRALEE",Kerry,,"???83,112.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
1/5/2020,"GORMANSTOWN VILLAGE, MEATH",Meath,,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
6/2/2020,"163 Stepaside Park, Stepaside, Dublin 18",Dublin,,"???731,278.00",No,Yes,New Dwelling house /Apartment,,53.253048,-6.2087571
23/04/2020,"35 THE WALK, ROBSWALL, MALAHIDE",Dublin,,"???445,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/2/2020,"13 WOLFE TONE ST, CLONAKILTY, CORK",Cork,,"???47,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.6233481,-8.8846864
9/12/2020,"9 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"???199,044.05",No,Yes,New Dwelling house /Apartment,,52.50083,-6.55778
5/3/2020,"7 ST SENANS, ST ST MARYS PARK, LIMERICK",Limerick,,"???30,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
12/11/2020,"34 LIOS AN OIR, LISMORE, WATERFORD",Waterford,,"???187,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.1347253,-7.9336341
14/12/2020,"11 The View, Oldbridge Manor, Rathmullen",Meath,,"???246,700.00",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
30/11/2020,"84 FITZROY AVE, DUBLIN 3, DUBLIN",Dublin,,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3618883,-6.2544413
20/01/2020,"17 Lyreen Close, Mariavilla, Maynooth",Kildare,,"???471,365.62",No,Yes,New Dwelling house /Apartment,,53.3883044,-6.5868123
28/08/2020,"11 COLEMAN CRESCENT, LUSK VILLAGE, DUBLIN",Dublin,,"???283,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/05/2020,"STRASBURG, INCH, KILMALEY",Clare,,"???230,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.82778,-9.11806
29/10/2020,"38 GLENWOOD, NEWPORT, TIPPERARY",Tipperary,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.7100599,-8.4012193
18/12/2020,"391 OLD GROVE, MONASTEREVAN, KILDARE",Kildare,,"???160,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.14056,-7.06639
23/10/2020,"21 ABBEY WAY, MUNGRET GATE, RAHEEN",Limerick,,"???268,722.46",No,Yes,New Dwelling house /Apartment,,52.66472,-8.62306
15/06/2020,"6 Waterside Mews, Dargle Road, Bray",Wicklow,,"???466,900.00",No,Yes,New Dwelling house /Apartment,,53.20278,-6.09833
17/12/2020,"APARTMENT 1 BLOCK C, PARKSIDE, PORTLAOISE",Laois,,"???142,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
3/4/2020,"3 Churchfield Grove, Churchfields, Ashbourne",Meath,,"???303,965.00",No,Yes,New Dwelling house /Apartment,,53.5075534,-6.4160999
15/09/2020,"8 Silverbrook Crescent, Arden Road, Tullamore",Offaly,,"???224,669.00",No,Yes,New Dwelling house /Apartment,,53.27389,-7.48889
18/12/2020,"116 Adamstown Way, St Helen's, Adamstown",Dublin,,"???272,215.09",Yes,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
9/11/2020,"16 CARRIGMORE CRESCENT, CITYWEST WEST, DUBLIN",Dublin,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/8/2020,"FERMOY COTTAGE, ALLENS WALK, FERMOY",Cork,,"???236,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13583,-8.27583
11/12/2020,"4 the friary, church rd, bray",Wicklow,,"???566,079.00",No,Yes,New Dwelling house /Apartment,,53.20278,-6.09833
20/10/2020,"50 TEMPLEACRE AVE, GURRANEBRAHER, CORK",Cork,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9053726,-8.4934623
23/09/2020,"87 BLOCK A, SMITHFIELD MARKET, DUBLIN 7",Dublin,,"???490,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/11/2020,"36 BRECAN CLOSE, BALBRIGGAN, DUBLIN",Dublin,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.612642,-6.1901615
28/07/2020,"21 THE WILLOW, ROCKFIELD, DUNDRUM",Dublin,,"???620,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/12/2020,"17 THE COURT, CYPRESS DOWNS, TEMPLEOGUE",Dublin,,"???990,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.302266,-6.3143252
